index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.focus.de/auto/viele-achten-nicht-drauf-dieses-kleine-symbol-muessen-winterreifen-ab-1-oktober-haben_id_260354489.html,https://www.focus.de/auto/viele-achten-nicht-drauf-dieses-kleine-symbol-muessen-winterreifen-ab-1-oktober-haben_id_260354489.html,0,www.focus.de,Viele achten nicht drauf - Dieses kleine Symbol müssen Winterreifen ab 1. Oktober haben,"Wer seine alten Winterreifen auch in diesem Winter wieder verwenden will, muss genau hinschauen. Alte Reifen haben ihre Zulassung verloren. An diesem Symbol erkennen Sie, ob Ihr Winterreifen noch gültig ist",https://p6.focus.de/img/auto/id_260341722/m-s-winterreifen-ohne-alpinezeichen-ab-sofort-unzulaessig.jpg?im=Crop%3D%280%2C60%2C1920%2C960%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=62126c524cb79f8346c7bab67e55198305406f404eade14c6c8adea531717a0d,2024-10-01T04:00:00Z,https://web.archive.org/web/20241001073806/https://www.focus.de/auto/viele-achten-nicht-drauf-dieses-kleine-symbol-muessen-winterreifen-ab-1-oktober-haben_id_260354489.html,"Wer seine alten Winterreifen auch in diesem Winter wieder verwenden will, muss genau hinschauen. Alte Reifen haben ihre Zulassung verloren. An diesem Symbol erkennen Sie, ob Ihr Winterreifen noch gül… [+1698 chars]",,de,'Schnee'
https://www.tagesschau.de/wirtschaft/verbraucher/autoreifen-schneeflocke-symbol-100.html,https://www.tagesschau.de/wirtschaft/verbraucher/autoreifen-schneeflocke-symbol-100.html,0,www.tagesschau.de,Ab 1. Oktober: Neue Regeln für Autoreifen bei Eis und Schnee,"Autoreifen für Schnee und Eis müssen ab heute mit dem sogenannten Alpine-Symbol gekennzeichnet sein. Wer mit bestimmten älteren Reifen unterwegs ist, riskiert ein Bußgeld. Von Jens Eberl.",https://images.tagesschau.de/image/79208574-d155-46f7-8f66-a78fe6d91eaa/AAABkkL7Hcc/AAABkZLhkrw/16x9-1280/allwetterreifen-102.jpg,2024-10-01T04:34:51Z,,"Stand: 01.10.2024 06:34 Uhr
Autoreifen für Schnee und Eis müssen ab heute mit dem sogenannten Alpine-Symbol gekennzeichnet sein. Wer mit bestimmten älteren Reifen unterwegs ist, riskiert ein Bußgeld… [+4208 chars]",,de,'Schnee'
https://www.stern.de/auto/neue-reifen-regeln--fuer-diese-pneus-gelten-ab-oktober-strafen-35040150.html,https://www.stern.de/auto/neue-reifen-regeln--fuer-diese-pneus-gelten-ab-oktober-strafen-35040150.html,0,www.stern.de,Mobilität: Ab dem 1. Oktober drohen Strafen: Diese Autoreifen sollten Sie nicht mehr fahren,"Besitzer von alten Reifen aufgepasst: Ende September ist die Übergangsfrist für Pneus mit einer bestimmten Kennzeichnung ausgelaufen. Wer im Winter erwischt wird, muss zahlen.",https://image.stern.de/35040148/t/iI/v4/w1440/r1.7778/-/reifen-winterreifen-m-s.jpg,2024-10-01T05:57:00Z,https://web.archive.org/web/20241001060550/https://www.stern.de/auto/neue-reifen-regeln--fuer-diese-pneus-gelten-ab-oktober-strafen-35040150.html,"Ein vollständiges Verbot, wie viele Medien schreiben, ist es nicht. Aber: Wer ab dem 1. Oktober mit Reifen unterwegs ist, auf denen lediglich das ""M+S""-Symbol zu finden ist, muss ganz genau aufs Wett… [+3145 chars]",,de,'Reif'
https://www.faz.net/aktuell/wirtschaft/unternehmen/milliarden-deal-heizungsableser-techem-geht-an-naechsten-finanzinvestor-110019995.html,https://www.faz.net/aktuell/wirtschaft/unternehmen/milliarden-deal-heizungsableser-techem-geht-an-naechsten-finanzinvestor-110019995.html,0,www.faz.net,Milliarden-Deal: Heizungsableser Techem geht an nächsten Finanzinvestor,"6,7 Milliarden Euro zahlt die US-Beteiligungsgesellschaft TPG und ein Ko-Investor für Techem. Für das Unternehmen mit Sitz in Eschborn ist es schon der dritte Eigentümer aus der Private-Equity-Welt.",https://media1.faz.net/ppmedia/aktuell/wirtschaft/3061880169/1.10020049/facebook_teaser/die-1952-gegruendete-techem.jpg,2024-10-01T07:20:32Z,https://web.archive.org/web/20241001080634/https://www.faz.net/aktuell/wirtschaft/unternehmen/milliarden-deal-heizungsableser-techem-geht-an-naechsten-finanzinvestor-110019995.html,"TPG erwirbt das Unternehmen für seinen Klimafonds TPG Rise Climate. Techem ist die bisher größte Transaktion für den Fonds, der 19 Milliarden Dollar eingesammelt hat. Der Kaufpreis wird in zwei Tranc… [+559 chars]",,de,'Heizung'
https://www.tagesspiegel.de/sport/eishockey-in-nordamerika-deutsche-nhl-stars-leistungstrager-statt-erganzungsspieler-12465842.html,https://www.tagesspiegel.de/sport/eishockey-in-nordamerika-deutsche-nhl-stars-leistungstrager-statt-erganzungsspieler-12465842.html,0,www.tagesspiegel.de,Eishockey in Nordamerika: Deutsche NHL-Stars: Leistungsträger statt Ergänzungsspieler,Vier deutsche Eishockey-Profis sind in der neuen Spielzeit in Nordamerika im Fokus. Neue Millionenverträge machen die Nationalspieler noch wertvoller. Nutznießer ist auch die Nationalmannschaft.,https://www.tagesspiegel.de/images/12465839/alternates/BASE_16_9_W1400/1727768284000/moritz-seider.jpeg,2024-10-01T07:38:05Z,https://web.archive.org/web/20241002014636/https://www.tagesspiegel.de/sport/eishockey-in-nordamerika-deutsche-nhl-stars-leistungstrager-statt-erganzungsspieler-12465842.html,"Die deutschen Eishockey-Stars haben zuletzt immer wieder die NHL verzaubert. Auch in der neuen Spielzeit, die in der kommenden Woche startet, steht ein Quartett einmal mehr im Blickpunkt. Edmontons L… [+3439 chars]",,de,'Eis'
https://www.n-tv.de/ratgeber/Diese-Reifen-sind-ab-heute-keine-Winterreifen-mehr-article25262916.html,https://www.n-tv.de/ratgeber/Diese-Reifen-sind-ab-heute-keine-Winterreifen-mehr-article25262916.html,0,www.n-tv.de,Vorsicht Bußgeld droht: Diese Reifen sind ab heute keine Winterreifen mehr,"So langsam könnte es frostig werden - womit nun auch bei vielen ein Reifenwechsel ansteht. Gut, wenn dann der Wagen dann die passenden ""Winterschuhe"" trägt. Aber Obacht, denn bestimmte Pneus gelten ab heute als ungeeignet.",https://bilder3.n-tv.de/img/incoming/crop23581334/1131328228-cImg_16_9-w1200/267521176.jpg,2024-10-01T07:49:38Z,https://web.archive.org/web/20241001082446/https://www.n-tv.de/ratgeber/Diese-Reifen-sind-ab-heute-keine-Winterreifen-mehr-article25262916.html,"So langsam könnte es frostig werden - womit nun auch bei vielen ein Reifenwechsel ansteht. Gut, wenn dann der Wagen die passenden ""Winterschuhe"" trägt. Aber Obacht, denn bestimmte Pneus gelten ab heu… [+2363 chars]",,de,'Winter'
https://www.tagesspiegel.de/wissen/wegen-saharastaub-und-hohen-temperaturen-ruckgang-der-schweizer-gletscher-setzt-sich-fort-12466016.html,https://www.tagesspiegel.de/wissen/wegen-saharastaub-und-hohen-temperaturen-ruckgang-der-schweizer-gletscher-setzt-sich-fort-12466016.html,0,www.tagesspiegel.de,Wegen Saharastaub und hohen Temperaturen: Rückgang der Schweizer Gletscher setzt sich fort,"Durch warme Sommermonate und Saharastaub ist das Volumen der Schweizer Gletscher in diesem Jahr um 2,5 Prozent zurückgegangen. „Der August verzeichnete gar den größten Eisverlust seit Messbeginn“, wie Experten berichten.",https://www.tagesspiegel.de/images/12466040/alternates/BASE_16_9_W1400/1727769890000/gletscher-in-der-schweiz.jpeg,2024-10-01T08:29:13Z,https://web.archive.org/web/20241001091722/https://www.tagesspiegel.de/wissen/wegen-saharastaub-und-hohen-temperaturen-ruckgang-der-schweizer-gletscher-setzt-sich-fort-12466016.html,"Selbst der viele Schnee im vergangenen Winter hat den Schweizer Gletschern nur wenig genutzt: Weil es im Juli und August sehr warm war und zudem Saharastaub auf den Bergen niederging, ist das Volumen… [+2631 chars]",,de,'Schnee'
https://www.zeit.de/wissen/umwelt/2024-10/schweiz-gletscher-messungen-volumen-schnee-sommer,https://www.zeit.de/wissen/umwelt/2024-10/schweiz-gletscher-messungen-volumen-schnee-sommer,0,www.zeit.de,Schweiz: Volumen der Schweizer Gletscher schwindet deutlich,Auf viel Schnee im Winter folgten in der Schweiz heiße Sommermonate. Messungen zeigen: Das vergangene Jahr war für die Schweizer Gletscher ein Jahr der Extreme.,https://img.zeit.de/2024-10/schweizer-gletscher-schwinden-deutlich-bild/wide__1300x731,2024-10-01T08:36:36Z,,Das Volumen der Schweizer Gletscher ist erneut zurückgegangen. Das geht aus einem Bericht der Schweizerischen Kommission für Kryosphärenbeobachtung der Akademie der Naturwissenschaften Schweiz hervor… [+1328 chars],,de,'Schnee'
https://science.orf.at/stories/3226936/,https://science.orf.at/stories/3226936/,0,science.orf.at,Schweizer Gletscher schwinden erneut deutlich,"Selbst der viele Schnee im vergangenen Winter hat den Schweizer Gletschern nur wenig genutzt: Weil es im Juli und August sehr warm war und zudem Saharastaub auf den Bergen niederging, ist das Volumen der Gletscher in diesem Jahr um 2,5 Prozent zurückgegangen,…",https://ibs.orf.at/science?image=https%3A%2F%2Ftubestatic.orf.at%2Fmojo%2F1_4_1%2Fstoryserver%2Ftube%2Fscience%2Fimages%2Fog-fallback.jpg%3Fs%3D9468ebfda8d575e29237d4fe069891178635d8e1,2024-10-01T09:00:35Z,https://web.archive.org/web/20241001102636/https://science.orf.at/stories/3226936/,"Nach dem starken Schneefall im Winter 2023/24 sah es zunächst gut aus, teilte die Akademie mit, die sich auf Daten des Schweizer Gletschermessnetzes (Glamos) bezieht. Besonders oberhalb von 2.200 Met… [+1034 chars]",,de,'Schnee'
https://www.tagesschau.de/wissen/klima/schweiz-gletscherschmelze-100.html,https://www.tagesschau.de/wissen/klima/schweiz-gletscherschmelze-100.html,0,www.tagesschau.de,Gletscher der Schweizer Alpen schmelzen trotz viel Schnee weiter,"Im vergangenen Winter fiel in den Alpen mehr Schnee als in den Vorjahren. Wirklich erholen konnten sich die Schweizer Gletscher dennoch nicht, wie Daten zeigen. Demnach schwanden sie trotzdem um weitere 2,5 Prozent.",https://images.tagesschau.de/image/6a606c96-db82-4f39-be08-21455b1efbf8/AAABkkcfY60/AAABkZLhkrw/16x9-1280/rhonegletscher-118.jpg,2024-10-01T09:56:20Z,https://web.archive.org/web/20241001102845/https://www.tagesschau.de/wissen/klima/schweiz-gletscherschmelze-100.html,"Stand: 01.10.2024 11:56 Uhr
Im vergangenen Winter fiel in den Alpen mehr Schnee als in den Vorjahren. Wirklich erholen konnten sich die Schweizer Gletscher dennoch nicht, wie Daten zeigen. Demnach s… [+2246 chars]",,de,'Schnee'
